license,file_name,coco_url,height,width,date_captured,id
3,000000162701.jpg,http://images.cocodataset.org/test2017/000000162701.jpg,512,640,2013-11-15 03:07:15,162701
3,000000361616.jpg,http://images.cocodataset.org/test2017/000000361616.jpg,427,640,2013-11-15 03:07:18,361616
4,000000331792.jpg,http://images.cocodataset.org/test2017/000000331792.jpg,480,640,2013-11-15 03:12:41,331792
4,000000185192.jpg,http://images.cocodataset.org/test2017/000000185192.jpg,640,427,2013-11-15 05:07:47,185192
4,000000222219.jpg,http://images.cocodataset.org/test2017/000000222219.jpg,425,640,2013-11-15 05:24:26,222219
3,000000196481.jpg,http://images.cocodataset.org/test2017/000000196481.jpg,640,429,2013-11-15 05:25:29,196481
2,000000483277.jpg,http://images.cocodataset.org/test2017/000000483277.jpg,640,478,2013-11-15 05:32:43,483277
3,000000354154.jpg,http://images.cocodataset.org/test2017/000000354154.jpg,427,640,2013-11-15 06:09:24,354154
4,000000547159.jpg,http://images.cocodataset.org/test2017/000000547159.jpg,527,640,2013-11-15 06:16:26,547159
3,000000101203.jpg,http://images.cocodataset.org/test2017/000000101203.jpg,424,640,2013-11-15 07:03:27,101203
3,000000132534.jpg,http://images.cocodataset.org/test2017/000000132534.jpg,480,640,2013-11-15 08:13:37,132534
1,000000251748.jpg,http://images.cocodataset.org/test2017/000000251748.jpg,640,425,2013-11-15 08:39:55,251748
5,000000144845.jpg,http://images.cocodataset.org/test2017/000000144845.jpg,394,500,2013-11-15 09:19:54,144845
3,000000515033.jpg,http://images.cocodataset.org/test2017/000000515033.jpg,512,640,2013-11-15 09:39:00,515033
5,000000035800.jpg,http://images.cocodataset.org/test2017/000000035800.jpg,519,640,2013-11-15 10:26:19,35800
3,000000257871.jpg,http://images.cocodataset.org/test2017/000000257871.jpg,427,640,2013-11-15 10:32:24,257871
2,000000408872.jpg,http://images.cocodataset.org/test2017/000000408872.jpg,549,640,2013-11-15 11:31:14,408872
1,000000318011.jpg,http://images.cocodataset.org/test2017/000000318011.jpg,640,480,2013-11-15 11:35:56,318011
2,000000428901.jpg,http://images.cocodataset.org/test2017/000000428901.jpg,480,640,2013-11-15 11:53:38,428901
1,000000129630.jpg,http://images.cocodataset.org/test2017/000000129630.jpg,500,375,2013-11-15 12:10:41,129630
1,000000284537.jpg,http://images.cocodataset.org/test2017/000000284537.jpg,612,612,2013-11-15 12:17:32,284537
3,000000537883.jpg,http://images.cocodataset.org/test2017/000000537883.jpg,427,640,2013-11-15 12:28:51,537883
3,000000146108.jpg,http://images.cocodataset.org/test2017/000000146108.jpg,640,427,2013-11-15 12:43:34,146108
1,000000037409.jpg,http://images.cocodataset.org/test2017/000000037409.jpg,314,640,2013-11-15 12:55:35,37409
3,000000267755.jpg,http://images.cocodataset.org/test2017/000000267755.jpg,375,500,2013-11-15 12:57:10,267755
4,000000143451.jpg,http://images.cocodataset.org/test2017/000000143451.jpg,640,480,2013-11-15 12:58:13,143451
1,000000258801.jpg,http://images.cocodataset.org/test2017/000000258801.jpg,640,640,2013-11-15 13:00:46,258801
3,000000086936.jpg,http://images.cocodataset.org/test2017/000000086936.jpg,480,640,2013-11-15 13:02:38,86936
3,000000148352.jpg,http://images.cocodataset.org/test2017/000000148352.jpg,618,640,2013-11-15 13:14:57,148352
1,000000349422.jpg,http://images.cocodataset.org/test2017/000000349422.jpg,500,375,2013-11-15 13:16:41,349422
5,000000381883.jpg,http://images.cocodataset.org/test2017/000000381883.jpg,479,640,2013-11-15 13:30:46,381883
5,000000182421.jpg,http://images.cocodataset.org/test2017/000000182421.jpg,480,640,2013-11-15 13:40:55,182421
1,000000013601.jpg,http://images.cocodataset.org/test2017/000000013601.jpg,374,640,2013-11-15 13:49:33,13601
3,000000519761.jpg,http://images.cocodataset.org/test2017/000000519761.jpg,640,427,2013-11-15 13:55:11,519761
1,000000424892.jpg,http://images.cocodataset.org/test2017/000000424892.jpg,480,640,2013-11-15 14:14:07,424892
3,000000098148.jpg,http://images.cocodataset.org/test2017/000000098148.jpg,427,640,2013-11-15 14:18:09,98148
3,000000352666.jpg,http://images.cocodataset.org/test2017/000000352666.jpg,426,640,2013-11-15 14:31:35,352666
3,000000302697.jpg,http://images.cocodataset.org/test2017/000000302697.jpg,640,439,2013-11-15 14:33:41,302697
3,000000490925.jpg,http://images.cocodataset.org/test2017/000000490925.jpg,386,640,2013-11-15 14:36:06,490925
3,000000098254.jpg,http://images.cocodataset.org/test2017/000000098254.jpg,449,640,2013-11-15 14:36:09,98254
3,000000482547.jpg,http://images.cocodataset.org/test2017/000000482547.jpg,618,640,2013-11-15 14:37:29,482547
4,000000294190.jpg,http://images.cocodataset.org/test2017/000000294190.jpg,640,480,2013-11-15 15:09:36,294190
3,000000147875.jpg,http://images.cocodataset.org/test2017/000000147875.jpg,640,457,2013-11-15 15:09:36,147875
4,000000274732.jpg,http://images.cocodataset.org/test2017/000000274732.jpg,640,480,2013-11-15 15:09:38,274732
3,000000084601.jpg,http://images.cocodataset.org/test2017/000000084601.jpg,427,640,2013-11-15 15:09:41,84601
3,000000224973.jpg,http://images.cocodataset.org/test2017/000000224973.jpg,457,640,2013-11-15 15:09:41,224973
3,000000316378.jpg,http://images.cocodataset.org/test2017/000000316378.jpg,640,427,2013-11-15 15:10:36,316378
4,000000347294.jpg,http://images.cocodataset.org/test2017/000000347294.jpg,640,446,2013-11-15 15:27:37,347294
1,000000081671.jpg,http://images.cocodataset.org/test2017/000000081671.jpg,457,640,2013-11-15 15:31:54,81671
4,000000206163.jpg,http://images.cocodataset.org/test2017/000000206163.jpg,640,480,2013-11-15 15:55:40,206163
1,000000153387.jpg,http://images.cocodataset.org/test2017/000000153387.jpg,640,501,2013-11-15 16:19:19,153387
6,000000340232.jpg,http://images.cocodataset.org/test2017/000000340232.jpg,480,640,2013-11-15 16:28:24,340232
1,000000433126.jpg,http://images.cocodataset.org/test2017/000000433126.jpg,640,480,2013-11-15 17:04:54,433126
4,000000250775.jpg,http://images.cocodataset.org/test2017/000000250775.jpg,640,480,2013-11-15 18:18:59,250775
3,000000568900.jpg,http://images.cocodataset.org/test2017/000000568900.jpg,640,482,2013-11-15 18:19:43,568900
5,000000310173.jpg,http://images.cocodataset.org/test2017/000000310173.jpg,427,640,2013-11-15 19:33:45,310173
3,000000456747.jpg,http://images.cocodataset.org/test2017/000000456747.jpg,427,640,2013-11-15 20:12:48,456747
1,000000202258.jpg,http://images.cocodataset.org/test2017/000000202258.jpg,425,640,2013-11-15 20:50:32,202258
3,000000268934.jpg,http://images.cocodataset.org/test2017/000000268934.jpg,480,640,2013-11-15 21:26:46,268934
3,000000003229.jpg,http://images.cocodataset.org/test2017/000000003229.jpg,500,375,2013-11-15 21:32:51,3229
3,000000328488.jpg,http://images.cocodataset.org/test2017/000000328488.jpg,426,640,2013-11-15 21:58:04,328488
3,000000187861.jpg,http://images.cocodataset.org/test2017/000000187861.jpg,640,480,2013-11-15 21:58:06,187861
2,000000006467.jpg,http://images.cocodataset.org/test2017/000000006467.jpg,499,500,2013-11-15 22:05:08,6467
2,000000564858.jpg,http://images.cocodataset.org/test2017/000000564858.jpg,500,500,2013-11-15 22:05:38,564858
1,000000543415.jpg,http://images.cocodataset.org/test2017/000000543415.jpg,480,640,2013-11-15 22:54:17,543415
3,000000514648.jpg,http://images.cocodataset.org/test2017/000000514648.jpg,427,640,2013-11-15 22:57:33,514648
5,000000537462.jpg,http://images.cocodataset.org/test2017/000000537462.jpg,426,640,2013-11-15 23:21:33,537462
1,000000028632.jpg,http://images.cocodataset.org/test2017/000000028632.jpg,640,368,2013-11-15 23:30:58,28632
5,000000408704.jpg,http://images.cocodataset.org/test2017/000000408704.jpg,429,640,2013-11-16 01:46:16,408704
1,000000209629.jpg,http://images.cocodataset.org/test2017/000000209629.jpg,480,640,2013-11-16 02:06:13,209629
3,000000546578.jpg,http://images.cocodataset.org/test2017/000000546578.jpg,369,640,2013-11-16 02:22:13,546578
4,000000195655.jpg,http://images.cocodataset.org/test2017/000000195655.jpg,360,640,2013-11-16 03:01:34,195655
3,000000142219.jpg,http://images.cocodataset.org/test2017/000000142219.jpg,372,640,2013-11-16 04:36:07,142219
1,000000392082.jpg,http://images.cocodataset.org/test2017/000000392082.jpg,427,640,2013-11-16 05:11:28,392082
1,000000074014.jpg,http://images.cocodataset.org/test2017/000000074014.jpg,427,640,2013-11-16 05:11:30,74014
1,000000386688.jpg,http://images.cocodataset.org/test2017/000000386688.jpg,413,640,2013-11-16 05:53:44,386688
5,000000281710.jpg,http://images.cocodataset.org/test2017/000000281710.jpg,375,500,2013-11-16 12:02:31,281710
1,000000407675.jpg,http://images.cocodataset.org/test2017/000000407675.jpg,443,640,2013-11-16 12:09:51,407675
5,000000469511.jpg,http://images.cocodataset.org/test2017/000000469511.jpg,480,640,2013-11-16 12:17:34,469511
6,000000303223.jpg,http://images.cocodataset.org/test2017/000000303223.jpg,448,640,2013-11-16 12:41:04,303223
4,000000414245.jpg,http://images.cocodataset.org/test2017/000000414245.jpg,360,640,2013-11-16 12:47:06,414245
3,000000558803.jpg,http://images.cocodataset.org/test2017/000000558803.jpg,334,500,2013-11-16 12:54:42,558803
4,000000022992.jpg,http://images.cocodataset.org/test2017/000000022992.jpg,360,640,2013-11-16 12:54:46,22992
4,000000566196.jpg,http://images.cocodataset.org/test2017/000000566196.jpg,427,640,2013-11-16 12:59:29,566196
3,000000287115.jpg,http://images.cocodataset.org/test2017/000000287115.jpg,454,500,2013-11-16 13:03:57,287115
4,000000207639.jpg,http://images.cocodataset.org/test2017/000000207639.jpg,424,640,2013-11-16 13:05:49,207639
3,000000276087.jpg,http://images.cocodataset.org/test2017/000000276087.jpg,427,640,2013-11-16 13:08:45,276087
3,000000451657.jpg,http://images.cocodataset.org/test2017/000000451657.jpg,334,500,2013-11-16 13:10:11,451657
1,000000308940.jpg,http://images.cocodataset.org/test2017/000000308940.jpg,640,480,2013-11-16 13:22:59,308940
6,000000118693.jpg,http://images.cocodataset.org/test2017/000000118693.jpg,480,640,2013-11-16 13:32:56,118693
6,000000010840.jpg,http://images.cocodataset.org/test2017/000000010840.jpg,428,640,2013-11-16 13:33:04,10840
6,000000414470.jpg,http://images.cocodataset.org/test2017/000000414470.jpg,480,640,2013-11-16 13:33:10,414470
3,000000408886.jpg,http://images.cocodataset.org/test2017/000000408886.jpg,480,640,2013-11-16 13:37:27,408886
4,000000391744.jpg,http://images.cocodataset.org/test2017/000000391744.jpg,427,640,2013-11-16 13:40:20,391744
3,000000383693.jpg,http://images.cocodataset.org/test2017/000000383693.jpg,458,640,2013-11-16 13:45:16,383693
3,000000270145.jpg,http://images.cocodataset.org/test2017/000000270145.jpg,640,427,2013-11-16 13:52:29,270145
2,000000476924.jpg,http://images.cocodataset.org/test2017/000000476924.jpg,480,640,2013-11-16 13:55:41,476924
2,000000355892.jpg,http://images.cocodataset.org/test2017/000000355892.jpg,480,640,2013-11-16 13:55:44,355892
2,000000570167.jpg,http://images.cocodataset.org/test2017/000000570167.jpg,480,640,2013-11-16 13:55:50,570167
2,000000021882.jpg,http://images.cocodataset.org/test2017/000000021882.jpg,480,640,2013-11-16 13:55:53,21882
2,000000349680.jpg,http://images.cocodataset.org/test2017/000000349680.jpg,480,640,2013-11-16 13:56:04,349680
3,000000508922.jpg,http://images.cocodataset.org/test2017/000000508922.jpg,426,640,2013-11-16 14:06:46,508922
1,000000287677.jpg,http://images.cocodataset.org/test2017/000000287677.jpg,270,360,2013-11-16 14:12:20,287677
4,000000495566.jpg,http://images.cocodataset.org/test2017/000000495566.jpg,426,640,2013-11-16 14:20:38,495566
3,000000063122.jpg,http://images.cocodataset.org/test2017/000000063122.jpg,427,640,2013-11-16 14:22:02,63122
6,000000403503.jpg,http://images.cocodataset.org/test2017/000000403503.jpg,427,640,2013-11-16 14:29:49,403503
1,000000506118.jpg,http://images.cocodataset.org/test2017/000000506118.jpg,398,640,2013-11-16 14:30:08,506118
4,000000264173.jpg,http://images.cocodataset.org/test2017/000000264173.jpg,640,428,2013-11-16 14:34:11,264173
4,000000396069.jpg,http://images.cocodataset.org/test2017/000000396069.jpg,426,640,2013-11-16 14:34:36,396069
6,000000084510.jpg,http://images.cocodataset.org/test2017/000000084510.jpg,640,425,2013-11-16 14:41:59,84510
3,000000555251.jpg,http://images.cocodataset.org/test2017/000000555251.jpg,640,427,2013-11-16 14:55:16,555251
6,000000508487.jpg,http://images.cocodataset.org/test2017/000000508487.jpg,427,640,2013-11-16 15:02:42,508487
6,000000200223.jpg,http://images.cocodataset.org/test2017/000000200223.jpg,427,640,2013-11-16 15:02:50,200223
6,000000296484.jpg,http://images.cocodataset.org/test2017/000000296484.jpg,427,640,2013-11-16 15:02:52,296484
1,000000581431.jpg,http://images.cocodataset.org/test2017/000000581431.jpg,239,640,2013-11-16 15:28:24,581431
1,000000328262.jpg,http://images.cocodataset.org/test2017/000000328262.jpg,640,427,2013-11-16 15:29:45,328262
4,000000484630.jpg,http://images.cocodataset.org/test2017/000000484630.jpg,425,640,2013-11-16 15:38:15,484630
1,000000353998.jpg,http://images.cocodataset.org/test2017/000000353998.jpg,640,480,2013-11-16 16:01:27,353998
1,000000423573.jpg,http://images.cocodataset.org/test2017/000000423573.jpg,640,640,2013-11-16 16:03:24,423573
1,000000579058.jpg,http://images.cocodataset.org/test2017/000000579058.jpg,640,424,2013-11-16 16:03:26,579058
1,000000294427.jpg,http://images.cocodataset.org/test2017/000000294427.jpg,640,640,2013-11-16 16:03:28,294427
1,000000404240.jpg,http://images.cocodataset.org/test2017/000000404240.jpg,424,640,2013-11-16 16:06:19,404240
6,000000018646.jpg,http://images.cocodataset.org/test2017/000000018646.jpg,426,640,2013-11-16 16:17:00,18646
4,000000003630.jpg,http://images.cocodataset.org/test2017/000000003630.jpg,406,640,2013-11-16 16:20:10,3630
6,000000342443.jpg,http://images.cocodataset.org/test2017/000000342443.jpg,559,640,2013-11-16 16:25:30,342443
6,000000423831.jpg,http://images.cocodataset.org/test2017/000000423831.jpg,480,640,2013-11-16 16:25:38,423831
6,000000222404.jpg,http://images.cocodataset.org/test2017/000000222404.jpg,480,640,2013-11-16 16:25:40,222404
1,000000515657.jpg,http://images.cocodataset.org/test2017/000000515657.jpg,640,425,2013-11-16 16:28:36,515657
4,000000018997.jpg,http://images.cocodataset.org/test2017/000000018997.jpg,425,640,2013-11-16 16:48:18,18997
3,000000162778.jpg,http://images.cocodataset.org/test2017/000000162778.jpg,480,640,2013-11-16 16:51:37,162778
6,000000482693.jpg,http://images.cocodataset.org/test2017/000000482693.jpg,480,640,2013-11-16 16:53:37,482693
4,000000111408.jpg,http://images.cocodataset.org/test2017/000000111408.jpg,427,640,2013-11-16 16:56:33,111408
1,000000252740.jpg,http://images.cocodataset.org/test2017/000000252740.jpg,640,360,2013-11-16 16:57:46,252740
1,000000581823.jpg,http://images.cocodataset.org/test2017/000000581823.jpg,360,640,2013-11-16 16:57:49,581823
3,000000189540.jpg,http://images.cocodataset.org/test2017/000000189540.jpg,427,640,2013-11-16 16:59:34,189540
4,000000531302.jpg,http://images.cocodataset.org/test2017/000000531302.jpg,414,640,2013-11-16 17:02:17,531302
3,000000468438.jpg,http://images.cocodataset.org/test2017/000000468438.jpg,400,640,2013-11-16 17:24:35,468438
3,000000257714.jpg,http://images.cocodataset.org/test2017/000000257714.jpg,640,428,2013-11-16 17:30:32,257714
1,000000244147.jpg,http://images.cocodataset.org/test2017/000000244147.jpg,500,267,2013-11-16 17:37:04,244147
1,000000084631.jpg,http://images.cocodataset.org/test2017/000000084631.jpg,425,640,2013-11-16 17:45:31,84631
5,000000155796.jpg,http://images.cocodataset.org/test2017/000000155796.jpg,375,500,2013-11-16 18:00:06,155796
3,000000488045.jpg,http://images.cocodataset.org/test2017/000000488045.jpg,408,640,2013-11-16 18:08:45,488045
3,000000009970.jpg,http://images.cocodataset.org/test2017/000000009970.jpg,427,640,2013-11-16 18:09:04,9970
3,000000141969.jpg,http://images.cocodataset.org/test2017/000000141969.jpg,640,427,2013-11-16 18:09:09,141969
3,000000212686.jpg,http://images.cocodataset.org/test2017/000000212686.jpg,427,640,2013-11-16 18:09:19,212686
1,000000265011.jpg,http://images.cocodataset.org/test2017/000000265011.jpg,640,360,2013-11-16 18:16:55,265011
3,000000254889.jpg,http://images.cocodataset.org/test2017/000000254889.jpg,410,640,2013-11-16 18:27:23,254889
3,000000575678.jpg,http://images.cocodataset.org/test2017/000000575678.jpg,480,640,2013-11-16 18:57:23,575678
1,000000554278.jpg,http://images.cocodataset.org/test2017/000000554278.jpg,427,640,2013-11-16 19:16:40,554278
3,000000192762.jpg,http://images.cocodataset.org/test2017/000000192762.jpg,480,640,2013-11-16 19:18:01,192762
3,000000007561.jpg,http://images.cocodataset.org/test2017/000000007561.jpg,458,640,2013-11-16 19:24:29,7561
1,000000419140.jpg,http://images.cocodataset.org/test2017/000000419140.jpg,426,640,2013-11-16 19:25:40,419140
1,000000417728.jpg,http://images.cocodataset.org/test2017/000000417728.jpg,480,640,2013-11-16 19:38:18,417728
1,000000485206.jpg,http://images.cocodataset.org/test2017/000000485206.jpg,375,640,2013-11-16 19:41:21,485206
4,000000252586.jpg,http://images.cocodataset.org/test2017/000000252586.jpg,640,478,2013-11-16 19:44:46,252586
1,000000259315.jpg,http://images.cocodataset.org/test2017/000000259315.jpg,378,640,2013-11-16 19:45:01,259315
1,000000490423.jpg,http://images.cocodataset.org/test2017/000000490423.jpg,480,640,2013-11-16 20:00:50,490423
5,000000284790.jpg,http://images.cocodataset.org/test2017/000000284790.jpg,332,500,2013-11-16 20:11:42,284790
1,000000167849.jpg,http://images.cocodataset.org/test2017/000000167849.jpg,640,480,2013-11-16 20:16:59,167849
4,000000482054.jpg,http://images.cocodataset.org/test2017/000000482054.jpg,640,480,2013-11-16 20:19:31,482054
4,000000155781.jpg,http://images.cocodataset.org/test2017/000000155781.jpg,424,640,2013-11-16 20:22:05,155781
1,000000140669.jpg,http://images.cocodataset.org/test2017/000000140669.jpg,612,612,2013-11-16 20:33:19,140669
1,000000192384.jpg,http://images.cocodataset.org/test2017/000000192384.jpg,500,375,2013-11-16 20:54:03,192384
3,000000393305.jpg,http://images.cocodataset.org/test2017/000000393305.jpg,640,480,2013-11-16 20:57:40,393305
2,000000090541.jpg,http://images.cocodataset.org/test2017/000000090541.jpg,360,640,2013-11-16 21:08:40,90541
1,000000515154.jpg,http://images.cocodataset.org/test2017/000000515154.jpg,640,427,2013-11-16 21:27:35,515154
1,000000407691.jpg,http://images.cocodataset.org/test2017/000000407691.jpg,426,640,2013-11-16 21:41:10,407691
3,000000403446.jpg,http://images.cocodataset.org/test2017/000000403446.jpg,333,500,2013-11-16 21:49:19,403446
3,000000554389.jpg,http://images.cocodataset.org/test2017/000000554389.jpg,428,640,2013-11-16 21:59:54,554389
1,000000544569.jpg,http://images.cocodataset.org/test2017/000000544569.jpg,480,640,2013-11-16 22:01:43,544569
3,000000290131.jpg,http://images.cocodataset.org/test2017/000000290131.jpg,640,640,2013-11-16 22:02:34,290131
3,000000169618.jpg,http://images.cocodataset.org/test2017/000000169618.jpg,427,640,2013-11-16 22:17:50,169618
4,000000094856.jpg,http://images.cocodataset.org/test2017/000000094856.jpg,640,462,2013-11-16 22:21:56,94856
2,000000261100.jpg,http://images.cocodataset.org/test2017/000000261100.jpg,480,640,2013-11-16 22:22:17,261100
1,000000344777.jpg,http://images.cocodataset.org/test2017/000000344777.jpg,427,640,2013-11-16 22:33:24,344777
2,000000508381.jpg,http://images.cocodataset.org/test2017/000000508381.jpg,640,383,2013-11-16 22:34:48,508381
4,000000181621.jpg,http://images.cocodataset.org/test2017/000000181621.jpg,427,640,2013-11-16 22:35:07,181621
3,000000462064.jpg,http://images.cocodataset.org/test2017/000000462064.jpg,381,640,2013-11-16 22:49:34,462064
1,000000006161.jpg,http://images.cocodataset.org/test2017/000000006161.jpg,480,640,2013-11-16 22:50:01,6161
1,000000076930.jpg,http://images.cocodataset.org/test2017/000000076930.jpg,480,640,2013-11-16 23:00:02,76930
3,000000035261.jpg,http://images.cocodataset.org/test2017/000000035261.jpg,640,480,2013-11-16 23:25:58,35261
3,000000277853.jpg,http://images.cocodataset.org/test2017/000000277853.jpg,640,480,2013-11-16 23:29:10,277853
2,000000528391.jpg,http://images.cocodataset.org/test2017/000000528391.jpg,480,640,2013-11-16 23:30:14,528391
2,000000031326.jpg,http://images.cocodataset.org/test2017/000000031326.jpg,512,640,2013-11-16 23:57:45,31326
5,000000162008.jpg,http://images.cocodataset.org/test2017/000000162008.jpg,480,640,2013-11-17 00:00:47,162008
3,000000423442.jpg,http://images.cocodataset.org/test2017/000000423442.jpg,413,640,2013-11-17 00:04:08,423442
4,000000555330.jpg,http://images.cocodataset.org/test2017/000000555330.jpg,427,640,2013-11-17 00:12:19,555330
3,000000161576.jpg,http://images.cocodataset.org/test2017/000000161576.jpg,427,640,2013-11-17 00:52:37,161576
3,000000379695.jpg,http://images.cocodataset.org/test2017/000000379695.jpg,480,640,2013-11-17 00:57:43,379695
3,000000330900.jpg,http://images.cocodataset.org/test2017/000000330900.jpg,427,640,2013-11-17 01:01:33,330900
3,000000191070.jpg,http://images.cocodataset.org/test2017/000000191070.jpg,337,500,2013-11-17 01:02:50,191070
2,000000528419.jpg,http://images.cocodataset.org/test2017/000000528419.jpg,640,427,2013-11-17 01:03:07,528419
3,000000204904.jpg,http://images.cocodataset.org/test2017/000000204904.jpg,426,640,2013-11-17 01:03:13,204904
